id,name,startsOn,endsOn,venue,theme,categories,description
10624760,FUNGI FEST by Brooklyn Mushroom,2024-10-19T11:00:00-04:00,2024-10-19T22:00:00-04:00,Farm.One,Cultural,['Community'],"<p>Hi everyone,</p>
<p>This Saturday, October 19th from 11 am to 10 pm <strong>Brooklyn Mushroom</strong> is hosting a festival with a diverse range of activities throughout the day.</p>
<p>The festival is FREE and family-friendly, it will be a nice opportunity to meet! Please<a href=""https://www.eventbrite.com/e/the-2024-nyc-fungi-fest-tickets-943026897837?aff=ebdsoporgprofile""> RSVP here</a> if you plan to go</p>
<p><img src=""https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F830312069%2F150815668079%2F1%2Foriginal.20240820-040106?w=600&amp;auto=format%2Ccompress&amp;q=75&amp;sharp=10&amp;rect=0%2C0%2C3072%2C1536&amp;s=1c0eec7c10587dc877101169609b56e7"" alt=""The 2024 NYC Fungi Fest"" /></p>
<p>Zeke from Bk Mushroom also asked if there was anyone <strong>interested in volunteering</strong> that day. He needs some help checking people in throughout the day and handing out some drinks when people leave. He can give <strong>VIP tickets</strong> in return; which include Limited Edition NYC fungi fest mad scientist Lion's Mane chocolate, Limited first edition NY Mushroom Kingdom Magazine, Official NYC fungi fest T-shirt, Witches and Wizards functional Mushroom God package, Mushroom Goodies, Mushroom functional gummies, Fungies Mushroom functional gummies, Gruns Mushroom Functional coffee, Mushroom Functional tea, and Mushroom protein bar.</p>
<p>If you're interested you can reach out directly to him&nbsp;<a href=""mailto:Zeke@brooklynmushroom.com"">Zeke@brooklynmushroom.com</a>&nbsp;or +1 646 664 6127&nbsp;</p>
<p>Hope to see you there,</p>
<p>&nbsp;</p>
<p><img src=""https://i.imgur.com/dOMVoPa.png"" alt=""Banner Image"" /></p>"
10608732,Breast Cancer Awareness Walk,2024-10-20T09:00:00-04:00,2024-10-20T13:00:00-04:00,Central Park,Fundraising,"['Community Service, Civic Engagement & Philanthropy']","<p>Join Our Team!<br /><br />In collaboration with&nbsp;<strong>Actually, It's Doctor - NYU, Black Women's Health Collective</strong>&nbsp;will be participating in the <strong>Making Strides Against Breast Cancer Walk</strong> on <strong>Sunday, October 20th</strong>! 🌸</p>
<p>Help us support the <strong>American Cancer Society</strong> in funding life-saving cancer research, patient support, and advocacy efforts to put an end to breast cancer as we know it &ndash; for everyone.</p>
<p>📍 <strong>Meeting Location:</strong> 726 Broadway<br />🕘 <strong>Time:</strong> 9:00 AM<br />💲 <strong>Registration:</strong> Free and open to the public</p>
<p>Let's come together and make strides toward a future without breast cancer!</p>
<p>Together, we can make a change! 💪💖 #BreastCancerAwareness #MakingStrides #NYUTeam</p>
<p><a href=""https://secure.acsevents.org/site/TR?team_id=2768951&amp;pg=team&amp;fr_id=108810&amp;s_locale=en_US&amp;et=zG3kZ1T5ZDDavjAo06fYMqPrCpup-vybQv5zydA0abFSIcIHUzJQQA&amp;NONCE_TOKEN=B1AE3E57E4AF16FC1DC963F52E8D7638&amp;fbclid=PAZXh0bgNhZW0CMTEAAaY8gqgVuPtKK_BpyYeRRUQNoHtHMJTTTFCM8ABhL__go0Zx99M0R0nvwBk_aem_ZTqms4mvHQ8k0TfXaCdpvA"">TEAM LINK</a></p>"
10584541,"Supplemental Learning Group - MATH-UA 9, ATF - [Stine Lecture ONLY]",2024-10-20T12:00:00-04:00,2024-10-20T13:15:00-04:00,"Academic Resource Center (ARC), Room LL05",ThoughtfulLearning,[],"<p>Supplemental Learning Groups (SLGs) are lecture specific and give you a chance to practice and test your understanding of the material from the past week's lecture(s) in a collaborative group environment.</p>
<p>This is process-based learning, meaning if you continue to attend, your learning will compound over the course of the semester.</p>
<p>One time attendance will likely not be very helpful.</p>
<p>In order for this to be effective:</p>
<p>- You must come ready to collaborate.</p>
<p>- You must come ready to speak.</p>
<p>- You must be active.</p>
<p>This will be a framework that you might not be used to. In this space, the primary aim is to construct knowledge, which can feel frustrating.</p>"
10584614,"Supplemental Learning Group - MATH-UA 221, Calculus I - [Chen Lecture ONLY]",2024-10-20T12:00:00-04:00,2024-10-20T13:15:00-04:00,"Academic Resource Center (ARC), Room LL02",ThoughtfulLearning,[],"<p>Supplemental Learning Groups (SLGs) are lecture specific and give you a chance to practice and test your understanding of the material from the past week's lecture(s) in a collaborative group environment. This is process-based learning, meaning if you continue to attend, your learning will compound over the course of the semester. One time attendance will likely not be very helpful.</p>
<p>In order for this to be effective:</p>
<p>- You must come ready to collaborate.</p>
<p>- You must come ready to speak.</p>
<p>- You must be active.</p>
<p>This will be a framework that you might not be used to. In this space, the primary aim is to construct knowledge, which can feel frustrating.</p>"
10481783,"Supplemental Learning Group: PSYCH-UA 30, Personality - [Duman's Section]",2024-10-20T12:00:00-04:00,2024-10-20T13:15:00-04:00,"Academic Resource Center (ARC), Room LL04",ThoughtfulLearning,[],"<p>Supplemental Learning Groups (SLGs) are lecture specific and give you a chance to practice and test your understanding of the material from the past week's lecture(s) in a collaborative group environment. This is process-based learning, meaning if you continue to attend, your learning will compound over the course of the semester. One time attendance will likely not be very helpful.<br /><br />In order for this to be effective:<br /><br />- You must come ready to collaborate.<br /><br />- You must come ready to speak.<br /><br />- You must be active.<br /><br />This will be a framework that you might not be used to. In this space, the primary aim is to construct knowledge, which can feel frustrating.</p>"
10594792,Weekly Quidditch Practice,2024-10-20T11:00:00-04:00,2024-10-20T14:00:00-04:00,"East River Park,  Field: 5",Athletics,[],<p>Come join other wizards at Quidditch Practice!!!</p>
10588782,Academic Event: Study Tips,2024-10-20T14:00:00-04:00,2024-10-20T15:00:00-04:00,Stern Building,ThoughtfulLearning,[],<p>alpha Kappa Delta Phi is hosting an academic event where sisters will explore different study methods and help each other study for upcoming midterms.</p>
10476743,ATF Learning Group,2024-10-20T14:00:00-04:00,2024-10-20T15:15:00-04:00,"Academic Resource Center (ARC), Room LL04",ThoughtfulLearning,[],"<p>ULC Learning Groups (LGs) are course specific and give you a chance to practice and test your understanding of the material from the past week's lecture(s) by working through problems in a collaborative group environment. This LG is for students taking ATF (MATH-UA 9, Algebra, Trigonometry, and Functions).</p>"
10585202,"Supplemental Learning Group - CHEM-UA 225, Organic Chemistry I - [Angelo Lecture ONLY]",2024-10-20T14:00:00-04:00,2024-10-20T15:15:00-04:00,"Academic Resource Center (ARC), Room LL02",ThoughtfulLearning,[],"<p>Supplemental Learning Groups (SLGs) are lecture specific and give you a chance to practice and test your understanding of the material from the past week's lecture(s) in a collaborative group environment. This is process-based learning, meaning if you continue to attend, your learning will compound over the course of the semester.</p>
<p>One time attendance will likely not be very helpful.</p>
<p>In order for this to be effective:</p>
<p>- You must come ready to collaborate.</p>
<p>- You must come ready to speak.</p>
<p>- You must be active.</p>
<p>This will be a framework that you might not be used to. In this space, the primary aim is to construct knowledge, which can feel frustrating.</p>"
10590024,"Supplemental Learning Group - CHEM-UA 225, Organic Chemistry I - [Weck Lecture ONLY]",2024-10-20T15:30:00-04:00,2024-10-20T16:45:00-04:00,"Academic Resource Center (ARC), Room LL02",ThoughtfulLearning,[],"<p>Supplemental Learning Groups (SLGs) are lecture specific and give you a chance to practice and test your understanding of the material from the past week's lecture(s) in a collaborative group environment. This is process-based learning, meaning if you continue to attend, your learning will compound over the course of the semester.</p>
<p>One time attendance will likely not be very helpful.</p>
<p>In order for this to be effective:</p>
<p>- You must come ready to collaborate.</p>
<p>- You must come ready to speak.</p>
<p>- You must be active.</p>
<p>This will be a framework that you might not be used to. In this space, the primary aim is to construct knowledge, which can feel frustrating.</p>"
10590155,"Supplemental Learning Group: MATH-UA 121, Calculus I - [Espinosa Lecture Only]",2024-10-20T16:00:00-04:00,2024-10-20T17:15:00-04:00,"Academic Resource Center (ARC), Room LL05",ThoughtfulLearning,[],"<p>Supplemental Learning Groups (SLGs) are lecture specific and give you a chance to practice and test your understanding of the material from the past week's lecture(s) in a collaborative group environment. This is process-based learning, meaning if you continue to attend, your learning will compound over the course of the semester. One time attendance will likely not be very helpful.</p>
<p>In order for this to be effective:</p>
<p>- You must come ready to collaborate.</p>
<p>- You must come ready to speak.</p>
<p>- You must be active.</p>
<p>This will be a framework that you might not be used to. In this space, the primary aim is to construct knowledge, which can feel frustrating.</p>"
10484180,"Supplemental Learning Group - MATH UA 121, Calculus I - [Feklistova Lecture ONLY]",2024-10-20T17:00:00-04:00,2024-10-20T18:15:00-04:00,"Academic Resource Center (ARC), Room LL01",ThoughtfulLearning,[],"<p><strong>Supplemental Learning Groups (SLGs)</strong> are lecture specific and give you a chance to practice and test your understanding of the material from the past week's lecture(s) in a collaborative group environment. This is process-based learning, meaning if you continue to attend, your learning will compound over the course of the semester. <strong>One time attendance will likely not be very helpful. </strong></p>
<p>In order for this to be effective:</p>
<p>- You must come ready to collaborate.</p>
<p>- You must come ready to speak.</p>
<p>- You must be active.</p>
<p>This will be a framework that you might not be used to. In this space, the primary aim is to construct knowledge, which can feel frustrating.</p>"
10500106,AFD Weekly Practice,2024-10-20T17:00:00-04:00,2024-10-20T19:00:00-04:00,Kimmel 606,Arts,"['Performance, Music, Dance', 'Culture & Languages']",<p>Come dance with us! 💃✨</p>
10612545,Iowa City Robin Round,2024-10-18T08:00:00-04:00,2024-10-20T20:00:00-04:00,Graduate by Hilton Iowa City,ThoughtfulLearning,[],"<p>The highest individual competitive honor a team can receive aside from National success is a named invitation to an Elite Round Robin tournament. Vikram Saigal &amp; Emmanuel Makinde received such an invitation to the 1st Annual Iowa City Round Robin, one of only two such events on the Fall schedule.</p>"
10612825,Rochester Brad Smith Debate Tournament,2024-10-18T08:00:00-04:00,2024-10-20T20:30:00-04:00,University of Rochester ,ThoughtfulLearning,[],"<p>This is an in-person tournament attended by top universities around the country. It provides an opportunity for debaters in the novice, JV, and open divisions to participate. NYU will have teams debut in this tournament.</p>"
10382844,Procrastination Power Hour – Sunday Session,2024-10-20T19:30:00-04:00,2024-10-20T21:00:00-04:00,"Bobst Library, Room LL146",ThoughtfulLearning,[],"<p><strong><span class=""OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">Think of a Procrastination Power Hour as a </span><span class=""OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">structured study session</span><span class=""OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none""> designed to </span><span class=""OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">streamline productivity</span><span class=""OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none""> and </span><span class=""OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none"">hold you accountable</span><span class=""OYPEnA font-feature-liga-off font-feature-clig-off font-feature-calt-off text-decoration-none text-strikethrough-none""> to get your homework done!</span></strong></p>
<p><span style=""font-weight: 400;"">Procrastination Power Hours are designed to help students fight procrastination and get their homework done efficiently, both in the short and long-term. This program aims to help students establish a productive homework routine by leveraging social support, imposing a consistent structure and routine on study time, and using external rewards as motivation to build consistent habits.</span></p>
<p><span style=""font-weight: 400;"">This program works best if you attend every week, but you are welcome to register any time throughout the semester.</span></p>"
10623481,Potential Liberty Playoff Game Field Trip for October 20th ,2024-10-20T18:30:00-04:00,2024-10-20T22:00:00-04:00,Barclays Center,Athletics,[],"<p>We would like to take 4-8 members of our club to the Liberty Game 5 (if it occurs) on October 20th at Barclays Center.&nbsp;</p>
<p>Ticket Costs range from 150USD to 300USD per person. Thus we are requesting a budget of 800 to help us cover the fees of the tickets.&nbsp;</p>"
10498070,Flow & Restore with Phil Schuster,2024-10-21T09:30:00-04:00,2024-10-21T10:30:00-04:00,"238 Thompson Street (GCASL), Room 461",Spirituality,['Health & Wellness'],"<p>This class will be a flow based class with attention to the breath and alignment. We will end the practice with a restorative pose to allow the body to release, relax, and reset.<br /><br />This hybrid event can be attended in person or via Zoom. See the description for details.</p>"
10618418,NYU RADical Health | Building Resilience,2024-10-21T10:00:00-04:00,2024-10-21T11:00:00-04:00,Founders Hall 4th Floor Lounge,ThoughtfulLearning,"['Health & Wellness', 'Professional & Career Development', 'Community', 'Find Your People', 'Navigate NYU', 'Invest in Academic & Personal Growth', 'Prioritize Wellbeing & Safety', 'Dialogue & Difference']","<p class=""p1""><strong>Want to strengthen your mindfulness and connect with other NYU students? RADical Health is the perfect place for you.</strong></p>
<p class=""p2"">&nbsp;</p>
<p class=""p3"">RADical health provides students with an opportunity to hear esteemed guest speakers touch on topics related to student wellbeing and discuss how they can implement their advice into their own lives. In addition, by attending all 4 topics of offered RADical Health sessions, students will have the opportunity to get a &ldquo;Career Accelerator&rdquo; certification through the NYU Wasserman Center for Career Development to add to their resume and LinkedIn page. Additionally, they will unlock a VIP museum hack experience! Register your specific lab <a href=""https://wkf.ms/4bCII3X""><span class=""s1"">here</span></a>.</p>
<p class=""p2"">&nbsp;</p>
<p class=""p3"">Building Resilience touches on self-care, stress management, understanding stress cycles, and centers around the question of &ldquo;why am I stressed?&rdquo;</p>
<p class=""p2"">&nbsp;</p>
<p class=""p3"">Free snacks will be provided - join us for a lovely time and even more beautiful conversations!</p>"
10253777,Global Awards for the Environment: Hollings,2024-10-21T12:00:00-04:00,2024-10-21T13:00:00-04:00,https://nyu.zoom.us/j/97869682120,CommunityService,[],"<p>The <span style=""text-decoration: underline; color: rgba(17, 85, 204, 1);""><a href=""https://www.noaa.gov/office-education/hollings-scholarship"" target=""_blank"" rel=""noopener"">National Oceanic and Atmospheric Administration (NOAA) Hollings Scholarship</a></span> is awarded annually to students seeking careers in oceanic and atmospheric science, research, technology and education. The scholarship provides two years of academic year tuition assistance, a summer internship, and funding to attend a conference. <br /><br />Eligibility: Open to current sophomores with a declared major in a discipline including, but not limited to, oceanic, environmental, biological, and atmospheric sciences, mathematics, engineering, remote sensing technology, physical and social sciences including geography, physics, hydrology, geomatics, or teacher education that support NOAA's programs and mission. Related discipline areas of study may include biological, social, and physical sciences; mathematics; engineering; computer and information sciences; and science teacher education. Minimum GPA of 3.0. U.S. Citizens.<br /><br />Can't make this session? Please still RSVP! This session will be recorded, and the recording will be shared with everyone who RSVPs. <br /><br /><span style=""font-style: italic;"">Note on Accessibility: New York University and the NYU Office of Global Awards provide reasonable accommodations to students with disabilities. For any questions or to notify us of additional accommodation requests, please email the Office of Global Awards at globalawards@nyu.edu at least one week prior to the event. </span></p>"
10589598,Epi I Midterm Review,2024-10-21T12:30:00-04:00,2024-10-21T13:30:00-04:00,NYU School of Global Public Health Room 1001,ThoughtfulLearning,['Academic'],"<div>Prepare for your Epi I Midterm with <span class=""il"">EPIC</span>! Review questions and content will be approved by Epi professors. Snacks will be provided!</div>"
10629434,SOF Principles Forum 2,2024-10-21T12:30:00-04:00,2024-10-21T13:30:00-04:00,T-200,GroupBusiness,['Business'],<p>Join us for our second Principles Forum as we explore how to be an ethical leader.</p>
10629428,Blackstone,2024-10-21T12:30:00-04:00,2024-10-21T13:30:00-04:00,UC-24,Spirituality,[],"<p>Join us as we host Gurtegh Hora, a real estate associate at Blackstone and former President of SREG!&nbsp;</p>"
10400622,Tandon Peer Justice Zone ,2024-10-21T14:00:00-04:00,2024-10-21T16:00:00-04:00,LC223 The Hub,Cultural,[],"<div>The Tandon Peer&nbsp;Justice&nbsp;Zone&nbsp;is a DEI initiative for Tandon students and led by Tandon students! Our Belonging Builders will lead you through the&nbsp;Justice&nbsp;Zone&nbsp;session, helping you to develop an understanding of frequently used concepts&mdash;such as diversity, equity, and social&nbsp;justice&mdash;through the lens of race and racism. Throughout this two-hour session, participants reflect on their own identities and challenge their daily practices to begin a journey toward critical consciousness.&nbsp;</div>
<div>&nbsp;</div>
<div>Snacks will be provided. Students can&nbsp;<a href=""https://forms.gle/AXh9ckriw5baPwjh9"">sign up for sessions here</a>.</div>"
10483187,Feminist Society General Meeting,2024-10-21T17:00:00-04:00,2024-10-21T18:00:00-04:00,Kimmel Center for University Life,Social,[],<p>General Meetings will typically include a presentation about a certain feminist topic and discussion about this topic afterwards. &nbsp;</p>
10624087,General Meeting - Open House!,2024-10-21T17:00:00-04:00,2024-10-21T18:00:00-04:00,Kimmel 405,CommunityService,"['Advocacy, Activism & Social Justice']",<p>Come join us in Kimmel 405 to learn about Sunrise and how you can get involved this year!</p>
10603125,Khubani BTE Senior Panel,2024-10-21T17:00:00-04:00,2024-10-21T18:00:00-04:00,Tisch L101,GroupBusiness,[],"<p>Calling all underclassmen and juniors! 📣 Want the inside scoop on how to thrive during your college years? Our BTE Senior Panel is here to help! Hear directly from seniors as they share their experiences, strategies for success, and advice on making the most out of your time at college. This is your chance to get tips on balancing academics, social life, internships, and more all from those who&rsquo;ve been through it!</p>
<p>🗓️ Date: Monday, October 21<br />🕒 Time: 5:00 pm<br />📍 Location: Tisch L101</p>
<p>Come with questions and leave with confidence!</p>"
10476744,ATF Learning Group,2024-10-21T17:00:00-04:00,2024-10-21T18:15:00-04:00,"Academic Resource Center (ARC), Room LL05",ThoughtfulLearning,[],"<p>ULC Learning Groups (LGs) are course specific and give you a chance to practice and test your understanding of the material from the past week's lecture(s) by working through problems in a collaborative group environment. This LG is for students taking ATF (MATH-UA 9, Algebra, Trigonometry, and Functions).</p>"
